,Track URI,Track Name,Artist Name,Album Name,Artist URI,Album URI,Louvain Community,Walktrap Community,Infomap Community,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,popularity,duration_ms,arist_URI,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_popularity,genres
269,spotify:track:6TjP1C3sGQH1jBfzUXfcMg,Kamikaze,MØ,Kamikaze,spotify:artist:0bdfiayQAKewqEvaU6rXCv,spotify:album:6L3ecTkK0aKTUIV7x0l1lU,6,0,0,0.08022388059701492,0.0,0.3510150622134905,0.0032321231955413196,55,214240,spotify:artist:0bdfiayQAKewqEvaU6rXCv,0.0368,0.663,0.878,3.39e-06,1,0.328,-3.195,0,0.0646,158.035,4,0.704,72,"['Electro', 'Pop']"
270,spotify:track:6WhzFzROw3aq3rPWjgYlxr,Gold,Kiiara,Gold,spotify:artist:4u5smJBskI6Adzv08PuiUP,spotify:album:4sbZHOW6I2LTTjlRJbhVtA,6,0,0,0.10634328358208955,0.002508425217909681,0.36838487972508593,0.004262756589204639,53,225882,spotify:artist:4u5smJBskI6Adzv08PuiUP,0.615,0.6,0.412,0.0025,8,0.134,-9.343,1,0.344,113.049,5,0.408,59,"['Electro', 'Pop']"
271,spotify:track:6cREm4bV7V79Yxdilx9HDo,Once In a While,Timeflies,Once In a While,spotify:artist:6dC0rIJNLSFZwqckLgXJ8p,spotify:album:7nsWIOWiX7Zt0AdR5imU50,6,0,0,0.11007462686567164,0.026276067975049715,0.35473196558570486,0.003296191698657468,54,215160,spotify:artist:6dC0rIJNLSFZwqckLgXJ8p,0.00758,0.786,0.687,0.0,0,0.619,-5.914,1,0.141,105.021,4,0.345,49,"['Rap', 'Pop', 'Indie']"
272,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,Come Away With Me,Norah Jones,Come Away With Me,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,spotify:album:1JvoMzqg04nC29gam4Qaiq,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,6,198147,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,0.904,0.363,0.129,1.52e-06,0,0.157,-14.304,1,0.0322,80.367,3,0.147,74,"['Pop', 'Mellow']"
273,spotify:track:0ytw2owVvegkIS87txqV1O,Swim Good,Frank Ocean,Swim Good,spotify:artist:2h93pZq0e7k5yf4dywlkpM,spotify:album:54LzGRPx7leJfCh8Vp48Rk,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,0,257187,spotify:artist:2h93pZq0e7k5yf4dywlkpM,0.00171,0.613,0.667,0.00361,5,0.0752,-8.517,0,0.0933,79.898,4,0.674,85,['Hip Hop']
274,spotify:track:38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,Some Mad Hope,spotify:artist:4NGiEU3Pkd8ASRyQR30jcA,spotify:album:45A2E1YR00sPSwxJw5d3qu,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,66,215173,spotify:artist:4NGiEU3Pkd8ASRyQR30jcA,0.241,0.672,0.623,0.0,9,0.0848,-5.699,1,0.0297,92.018,4,0.617,52,"['Pop', 'Mellow', 'Rock']"
275,spotify:track:3SktMqZmo3M9zbB7oKMIF7,Gravity,John Mayer,Continuum,spotify:artist:0hEurMDQu99nJRq8pTxO14,spotify:album:1Xsprdt1q9rOzTic7b9zYM,8,1,1,0.11380597014925373,0.011179816847371397,0.35614617940199333,0.13570634757046704,72,245827,spotify:artist:0hEurMDQu99nJRq8pTxO14,0.731,0.753,0.326,0.00131,7,0.24,-9.883,1,0.0342,123.799,3,0.237,77,"['singer-songwriter', 'Mellow']"
276,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You Into The Dark,Death Cab for Cutie,Plans,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,spotify:album:1NFGnxmeIEBakre4DvLaJq,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,65,189187,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,0.924,0.517,0.206,0.0,5,0.118,-12.233,1,0.0421,80.401,4,0.489,62,"['Pop', 'Indie', 'Rock']"
277,spotify:track:4L2K7JKseFCBoHMZEAszW0,Jealous,Labrinth,Jealous,spotify:artist:2feDdbD5araYcm6JhFHHw7,spotify:album:2JgVVnno2fzdmV1BqwdQBi,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,0,287693,spotify:artist:2feDdbD5araYcm6JhFHHw7,0.874,0.439,0.153,0.0,1,0.107,-8.95,1,0.0479,116.76,3,0.104,77,"['Pop', 'Indie']"
278,spotify:track:4gs07VlJST4bdxGbBsXVue,Heartbreak Warfare,John Mayer,Battle Studies,spotify:artist:0hEurMDQu99nJRq8pTxO14,spotify:album:1V5vQRMWTNGmqwxY8jMVou,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,64,269720,spotify:artist:0hEurMDQu99nJRq8pTxO14,0.191,0.624,0.554,0.00131,2,0.299,-8.113,1,0.0225,97.031,4,0.311,77,"['singer-songwriter', 'Mellow']"
279,spotify:track:53Pgsvu3qSYO2aXt5J2vcL,Lego House,Ed Sheeran,+,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:0W5GGnapMz0VwemQvJDqa7,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,51,185093,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,0.562,0.592,0.637,0.0,11,0.13,-8.48,1,0.0992,159.701,4,0.565,87,"['Pop', 'singer-songwriter']"
280,spotify:track:5gBQ3x6u7DCvMW1QoP3CpG,100 Years,Five For Fighting,Playlist: The Very Best Of Five For Fighting,spotify:artist:7FgMLbnZVrEnir95O0YujA,spotify:album:1QBU2iq38q3Y8PWlBhRFzk,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,32,244173,spotify:artist:7FgMLbnZVrEnir95O0YujA,0.565,0.636,0.559,9.08e-06,7,0.0971,-7.454,1,0.0274,120.487,4,0.288,56,"['Pop', 'Mellow', 'Rock']"
281,spotify:track:6wZI4mdT8JwXgkGURnBQiq,Say,John Mayer,Say,spotify:artist:0hEurMDQu99nJRq8pTxO14,spotify:album:1BCSXIQn5NuqM19MjZuOQY,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,61,230213,spotify:artist:0hEurMDQu99nJRq8pTxO14,0.541,0.485,0.723,1.12e-06,10,0.075,-6.565,1,0.0317,167.845,4,0.541,77,"['singer-songwriter', 'Mellow']"
282,spotify:track:75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,A Rush Of Blood To The Head,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,7,17,17,0.04291044776119403,0.013262932733041981,0.33147804576376005,0.007389170459238643,86,309600,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,0.731,0.557,0.442,1.46e-05,5,0.11,-7.224,1,0.0243,146.277,4,0.213,88,"['permanent wave', 'Pop']"
283,spotify:track:78DwRIo6Vj6wqteyerGetr,The Heart of Life,John Mayer,Continuum,spotify:artist:0hEurMDQu99nJRq8pTxO14,spotify:album:1Xsprdt1q9rOzTic7b9zYM,7,17,17,0.022388059701492536,0.0,0.29810901001112344,0.004052695881262924,66,198200,spotify:artist:0hEurMDQu99nJRq8pTxO14,0.958,0.495,0.238,0.0118,1,0.0875,-11.026,1,0.03,175.958,4,0.357,77,"['singer-songwriter', 'Mellow']"
284,spotify:track:0DBIL8arX0Zo6eAuxNIpik,Bump n' Grind,R. Kelly,12 Play,spotify:artist:2mxe0TnaNL039ysAj51xPQ,spotify:album:11UWeyxXNreHeZwEViqs3y,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,58,256133,spotify:artist:2mxe0TnaNL039ysAj51xPQ,0.0984,0.621,0.481,0.0,11,0.241,-8.016,1,0.0371,65.004,4,0.679,66,[]
285,spotify:track:0O45fw2L5vsWpdsOdXwNAR,SexyBack,Justin Timberlake,FutureSex/LoveSounds,spotify:artist:31TPClRtHm23RisEBtV3X7,spotify:album:2scB1uhcCI1TSf6b9TCZK3,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,80,242733,spotify:artist:31TPClRtHm23RisEBtV3X7,0.0584,0.967,0.583,0.0,7,0.0519,-5.562,0,0.0789,117.0,4,0.964,83,['Pop']
286,spotify:track:0srwKuJPH8yBzzFUJMBQM2,Rack City,Tyga,Careless World: Rise Of The Last King,spotify:artist:5LHRHt1k9lMyONurDHEdrp,spotify:album:3KHamR7LZmFT0xqPA1Hyob,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,67,203200,spotify:artist:5LHRHt1k9lMyONurDHEdrp,0.0373,0.929,0.339,1.96e-05,1,0.187,-10.881,1,0.371,98.986,4,0.273,78,"['Rap', 'Pop', 'Hip Hop']"
287,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,The Fame,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:album:1qwlxZTNLe1jq3b0iidlue,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,82,237200,spotify:artist:1HY2Jd0NmPuamShAr6KMms,0.118,0.851,0.806,1.64e-06,4,0.121,-4.62,1,0.0787,118.999,4,0.787,85,['Pop']
288,spotify:track:2gam98EZKrF9XuOkU13ApN,Promiscuous,Nelly Furtado,Loose,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,spotify:album:2yboV2QBcVGEhcRlYuPpDT,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,84,242293,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,0.0569,0.808,0.97,6.13e-05,10,0.154,-6.098,0,0.0506,114.328,4,0.868,77,['Pop']
289,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,Pretty Ricky,Bluestars,spotify:artist:6XwcepfAsPhrvwziGxhwju,spotify:album:5Kexjw3aLUrvDNAGrUMAmE,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,68,237733,spotify:artist:6XwcepfAsPhrvwziGxhwju,0.000204,0.7,0.538,0.0,1,0.105,-5.952,1,0.045,136.518,4,0.189,57,"['Pop', 'Hip Hop', 'R&B', 'Rap', 'urban contemporary']"
290,spotify:track:3pfXxHoydFRfD7IBGJTQAN,Pony,Ginuwine,R&B: From Doo-Wop To Hip-Hop,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,spotify:album:3O2912EZv0FBJKZ0K5ruzK,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,28,251733,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,0.00186,0.749,0.605,0.0381,8,0.115,-9.359,0,0.086,142.024,4,0.966,64,"['R&B', 'Pop', 'urban contemporary']"
291,spotify:track:4MJlgdrGLaayCTPtdn0kII,Do What U Want,Lady Gaga,ARTPOP,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:album:535qZk6ycJqQaa5qFPmq3k,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,0,227307,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.311,0.797,0.821,9.19e-06,9,0.0952,-4.387,1,0.0692,97.476,4,0.567,85,['Pop']
292,spotify:track:4NYwy0R3NdvORX2B6OZXBT,Slow Motion,Trey Songz,Trigga Reloaded,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,spotify:album:3pKTKC0AAe3yTcXQLzvpSW,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,68,197854,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,0.679,0.733,0.408,3.92e-05,7,0.11,-7.834,0,0.0388,94.947,4,0.291,69,"['Pop', 'Hip Hop', 'R&B', 'Rap', 'urban contemporary']"
293,spotify:track:5IFCyWplye09HytIP80RCF,Too Close,Next,Rated Next,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,spotify:album:3Pmonb2UZ9zckdh5S5ibVm,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,68,259440,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,0.0118,0.847,0.402,0.0,7,0.283,-9.952,1,0.0641,99.693,4,0.752,56,"['R&B', 'urban contemporary']"
294,spotify:track:5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,Chocolate Factory,spotify:artist:2mxe0TnaNL039ysAj51xPQ,spotify:album:35Ea7OWXZPZB1vAPiaEGOM,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,68,186067,spotify:artist:2mxe0TnaNL039ysAj51xPQ,0.061,0.795,0.523,0.0,1,0.0914,-7.165,1,0.0423,133.024,4,0.855,66,[]
295,spotify:track:5l3CML2OnzfNs5RfVgbcLt,Talk Dirty (feat. 2 Chainz),Jason Derulo,Tattoos,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:album:1OdcBxCNY52OXH0r4odXqP,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,73,177685,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,0.0348,0.76,0.652,0.0,6,0.307,-7.321,1,0.232,100.315,4,0.759,79,['Pop']
296,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,In The Zone,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:album:0z7pVBGOD7HCIB7S8eLkLI,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,85,198800,spotify:artist:26dSoYclwsYLMAKD3tpOr4,0.0249,0.774,0.838,0.025,5,0.242,-3.914,0,0.114,143.04,4,0.924,81,['Pop']
297,spotify:track:6jG2YzhxptolDzLHTGLt7S,Drunk in Love,Beyoncé,BEYONCÉ [Platinum Edition],spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:album:2UJwKSBUz6rtW4QLK74kQu,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,74,323480,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00972,0.583,0.621,0.00106,5,0.181,-6.902,0,0.0479,140.036,4,0.399,92,"['R&B', 'Pop']"
298,spotify:track:6jvvpPJQJy5rMOEkLlADl6,Neighbors Know My Name,Trey Songz,Ready,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,spotify:album:44jrX3SThj7pFjOzUTLm85,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,58,186307,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,0.0379,0.663,0.693,0.0,7,0.162,-5.776,0,0.0635,120.026,4,0.391,69,"['Pop', 'Hip Hop', 'R&B', 'Rap', 'urban contemporary']"
299,spotify:track:7ySUcLPVX7KudhnmNcgY2D,S&M,Rihanna,Loud,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:album:5QG3tjE5L9F6O2vCAPph38,2,11,11,0.03171641791044776,0.0,0.2787311492459698,1.7933090924447248e-05,83,243600,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,0.0105,0.769,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,90,"['Pop', 'urban contemporary']"
300,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,Jeremih,Late Nights: The Album,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,spotify:album:7DMyQuDPe8xzjC0UDSDa96,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,74,266840,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,0.392,0.856,0.527,0.0,2,0.11,-5.225,1,0.0997,98.052,4,0.386,73,"['Pop', 'Hip Hop', 'R&B', 'Rap', 'urban contemporary']"
301,spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,All I Want Is You,spotify:artist:360IAlyVv4PCEVjgyMZrxK,spotify:album:493HYe7N5pleudEZRyhE7R,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,86,195373,spotify:artist:360IAlyVv4PCEVjgyMZrxK,0.0267,0.684,0.607,0.000307,11,0.191,-8.127,0,0.1,81.001,4,0.498,79,"['R&B', 'urban contemporary']"
302,spotify:track:0Qw7qGuXlVBZLcfoQ17yZn,Old Pine,Ben Howard,Every Kingdom,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,spotify:album:2MxcbOGFi99D9JACvj74AH,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,328507,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,0.458,0.419,0.358,0.0479,5,0.168,-10.749,1,0.033,128.764,4,0.226,64,"['Pop', 'singer-songwriter']"
303,spotify:track:13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,Chaos And The Calm,spotify:artist:4EzkuveR9pLvDVFNx6foYD,spotify:album:5BxvswQSGWrBbVCdx6mFGO,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,70,260533,spotify:artist:4EzkuveR9pLvDVFNx6foYD,0.818,0.546,0.311,1.65e-05,1,0.107,-10.396,1,0.0288,147.464,4,0.246,69,"['Pop', 'Mellow']"
304,spotify:track:1A2UmLDZzDmpdzUjEkCc3z,Not a Bad Thing,Justin Timberlake,Not a Bad Thing,spotify:artist:31TPClRtHm23RisEBtV3X7,spotify:album:6HVUZlUVyIX5oWeOncHqmv,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,266533,spotify:artist:31TPClRtHm23RisEBtV3X7,0.309,0.337,0.717,0.0,2,0.418,-5.772,1,0.165,84.729,4,0.444,83,['Pop']
305,spotify:track:1Slwb6dOYkBlWal1PGtnNg,Thinking Out Loud,Ed Sheeran,x,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:album:6NoBzYmh5gUusGPCfg0pct,8,1,1,0.11007462686567164,0.03338835268877424,0.3735191637630662,0.1354402736672552,65,281560,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,0.474,0.781,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,87,"['Pop', 'singer-songwriter']"
306,spotify:track:1UZ25gykR30Oewh3dBRtVZ,Only,Nicki Minaj,The Pinkprint,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:album:40XGTQ7FN6Y3dZXJhKBe96,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,63,312027,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,0.405,0.573,0.495,0.0,8,0.0969,-7.245,0,0.592,179.196,3,0.255,87,"['Rap', 'Pop', 'Hip Hop']"
307,spotify:track:1jNOi6m3Hn8nLEeHCp5Msr,Seven Nation Army,The White Stripes,Elephant,spotify:artist:4F84IBURUo98rz4r61KF70,spotify:album:4teFaDSeFHYXZjZJaZGrAO,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,231800,spotify:artist:4F84IBURUo98rz4r61KF70,0.00679,0.753,0.457,0.484,0,0.311,-7.709,1,0.0767,123.913,4,0.297,71,"['permanent wave', 'Rock']"
308,spotify:track:1qoHlIpgGxtmYsYdyiySiL,Often - Kygo Remix,The Weeknd,Often,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:52NiMLTriTCdXjSByAoCck,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,234400,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.12,0.582,0.498,0.0,7,0.385,-9.906,0,0.0455,80.028,4,0.426,95,"['R&B', 'Pop']"
309,spotify:track:1wYZZtamWTQAoj8B812uKQ,Here,Alessia Cara,Know-It-All,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,spotify:album:3rDbA12I5duZnlwakqDdZa,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,199453,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,0.0785,0.376,0.821,0.0,0,0.0823,-3.974,1,0.104,120.462,4,0.331,72,"['R&B', 'Pop']"
310,spotify:track:2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,FOUR,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,spotify:album:4gCNyS7pidfK3rKWhB3JOY,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,80,228133,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,0.00433,0.536,0.768,0.0,10,0.114,-5.948,0,0.0347,77.217,4,0.545,84,['Pop']
311,spotify:track:2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,Tracy Chapman,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,spotify:album:6hmmX5UP4rIvOpGSaPerV8,8,1,1,0.11194029850746269,0.08018297689810455,0.3836793128131711,0.13514592082186627,83,296800,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,0.313,0.711,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,4,0.194,72,['singer-songwriter']
312,spotify:track:2PtBhfoPZ6VYtXkrE5FrCH,Reflections,MisterWives,Our Own House,spotify:artist:5ivCbtrcD5N4rD337xIb2z,spotify:album:726GB3GTBwPdsGr5XzOQbz,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,59,186440,spotify:artist:5ivCbtrcD5N4rD337xIb2z,0.0223,0.683,0.675,0.0187,2,0.101,-5.461,1,0.0292,111.008,4,0.6,53,"['Pop', 'Indie', 'Rock']"
313,spotify:track:2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,Fetty Wap,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,76,222093,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,0.0244,0.746,0.873,0.0,7,0.354,-3.803,1,0.128,148.075,4,0.817,71,"['Rap', 'Pop', 'Hip Hop']"
314,spotify:track:2j79NtwxoWDmkiH4MGwdLq,Lonely Eyes,Chris Young,A.M.,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,spotify:album:3cyLH6iUGPjEsZIUFnJfd3,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,58,217413,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,0.0326,0.657,0.674,1.88e-05,1,0.0947,-5.273,1,0.0319,106.005,4,0.336,67,['Country']
315,spotify:track:2mjX9JRvEBmaav0Pn3xSCV,Downtown,Lady Antebellum,Golden,spotify:artist:32WkQRZEVKSzVAAYqukAEA,spotify:album:1tYJvi3YlS26yI7Wf8nlcx,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,33,195720,spotify:artist:32WkQRZEVKSzVAAYqukAEA,0.179,0.534,0.823,0.0,9,0.356,-5.285,1,0.0496,169.926,4,0.961,66,"['Country', 'Pop']"
316,spotify:track:2toY6JyyfKy9TwNk3Ou2XG,She's So Mean,Matchbox Twenty,North,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,spotify:album:3JdxPzUYUcVeRgfdOGXZLC,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,60,232320,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,0.0136,0.672,0.875,0.0,0,0.279,-3.728,1,0.0378,118.014,4,0.676,67,"['Pop', 'post-grunge', 'Mellow', 'Rock']"
317,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,Ne-Yo,Year Of The Gentleman,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:album:6dTn9vJSxVTIGm4Cu5dH4x,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,77,232000,spotify:artist:21E3waRsmPlU7jZsS13rcj,0.522,0.673,0.683,0.0,1,0.235,-5.693,1,0.115,171.86,4,0.713,81,"['R&B', 'Pop', 'urban contemporary']"
318,spotify:track:3MdYFBIzPf7lSJnI8wi3Ka,Only Love,Ben Howard,Every Kingdom,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,spotify:album:2MxcbOGFi99D9JACvj74AH,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,249173,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,0.336,0.547,0.49,0.00174,8,0.118,-9.891,1,0.137,80.305,4,0.365,64,"['Pop', 'singer-songwriter']"
319,spotify:track:3WKg25vrbjJlkhsgl2W4p3,Bright,Echosmith,Talking Dreams,spotify:artist:1PbBg2aYjWLKRk84zJK15x,spotify:album:1oHY6eQmEG8skElDvFgKz2,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,58,220627,spotify:artist:1PbBg2aYjWLKRk84zJK15x,0.637,0.646,0.431,6.99e-06,6,0.113,-8.517,1,0.0262,90.034,4,0.292,57,"['Electro', 'Pop', 'Indie']"
320,spotify:track:3jVtllWS5CFFWLQng8sKsr,2 On,Tinashe,Aquarius,spotify:artist:0NIIxcxNHmOoyBx03SfTCD,spotify:album:6zXUDBGLbrB9Kgkw2Y3F7L,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,73,227000,spotify:artist:0NIIxcxNHmOoyBx03SfTCD,0.15,0.742,0.595,0.0,9,0.111,-7.51,1,0.107,101.013,4,0.431,67,"['R&B', 'Pop', 'urban contemporary']"
321,spotify:track:494OU6M7NOf4ICYb4zWCf5,Sugar,Maroon 5,V,spotify:artist:04gDigrS5kc9YWfZHwBETP,spotify:album:4KXLjIEas8MTwwX3xpmAdC,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,59,235493,spotify:artist:04gDigrS5kc9YWfZHwBETP,0.0591,0.748,0.788,0.0,1,0.0863,-7.055,1,0.0334,120.076,4,0.884,85,['Pop']
322,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,spotify:album:3mNoFlD1wsoXfkljfFzExT,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,86,199080,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,0.00701,0.578,0.866,0.0,1,0.257,-3.804,1,0.0619,128.038,4,0.619,69,"['Pop', 'Mellow', 'Rock']"
323,spotify:track:4o8STNAL91xc7EvuvqSKk1,Whatever It Is,Zac Brown Band,The Foundation,spotify:artist:6yJCxee7QumYr820xdIsjo,spotify:album:0Im5nUhAuNDSYVjfPh7RyS,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,0,208213,spotify:artist:6yJCxee7QumYr820xdIsjo,0.443,0.686,0.576,1.7e-05,1,0.212,-6.632,1,0.0284,83.971,4,0.72,72,"['Country', 'Rock']"
324,spotify:track:4rkBAkvRa0hBfqu9pOEtZf,Cowboy Take Me Away,Dixie Chicks,Fly/Wide Open Spaces,spotify:artist:25IG9fa7cbdmCIy3OnuH57,spotify:album:3KoyESHvwa5SjJYPjHxI54,8,1,1,0.0914179104477612,0.0,0.35332893869479237,0.1343131926085755,2,287267,spotify:artist:25IG9fa7cbdmCIy3OnuH57,0.366,0.467,0.622,0.00527,6,0.0982,-7.255,1,0.031,164.407,4,0.455,66,['Country']
